0,27639702
1,27659799
2,27655239
3,26832931
4,27500269
5,26496633
6,27935612
7,27954501
8,27980433
9,26865955
10,27865976
11,27695514
12,26502870
13,27262921
14,27933708
15,27544121
16,27429184
17,27413055
18,27613030
19,27770480
20,27857597
21,27996680
22,27763105
23,27113884
24,27744625
25,27364760
26,27167823
27,27688530
28,27267283
29,26859097
30,27435964
31,27967608
32,27146350
33,27690358
34,27907534
35,27937729
36,27788951
37,27827821
38,27666077
39,26597993
40,27709635
41,27524451
42,27645963
43,28070980
44,27854819
45,26310890
46,27589720
47,27252734
48,27659778
49,27770224
50,26291170
51,27214795
52,26989051
53,27329647
54,27494759
55,27696609
56,27418416
57,26468469
58,27721861
59,27878341
60,26324169
61,27471987
62,27733159
63,27607225
64,27759436
65,27978306
66,27446153
67,27722566
68,27672008
69,27753114
70,27748216
71,27368199
72,27822971
73,27769445
74,28003386
75,27808380
76,26936074
77,27918744
78,27837167
79,27704338
80,25895429
81,27410748
82,27651841
83,27624649
84,27099348
85,26377565
86,26730785
87,27814946
88,27653973
89,27173441
90,26328044
91,27965033
92,27968661
93,27935372
94,27721138
95,27912278
96,27500892
97,27614273
98,27397083
99,27888713
100,26338424
101,27785651
102,27418956
103,27745872
104,26940417
105,27479709
106,27532683
107,27713579
108,27486724
109,27961776
110,27577297
111,27814436
112,27704763
113,27593427
114,27710988
115,27631802
116,27894946
117,27961971
118,27325401
119,27636475
120,27809144
121,27664751
122,27877211
123,27734063
124,27862601
125,27399869
126,27965075
127,27625192
128,27931052
129,27787533
130,27517816
131,26900456
132,27922978
133,27699378
134,27690132
135,26203774
136,27809708
137,27393927
138,27664132
139,27664345
140,27690702
141,27583293
142,27741733
143,27472342
144,27860707
145,27937990
146,27685364
147,27727336
148,27477057
149,27736522
150,27918822
151,26607652
152,27408898
153,27766672
154,27664621
155,27426335
156,27538998
157,26633956
158,27806828
159,26055947
160,26468723
161,27715795
162,27812696
163,26859067
164,27292568
165,27839174
166,27941397
167,27204497
168,27865360
169,27669597
170,27707111
171,27954865
172,27969018
173,27901278
174,27883638
175,27112255
176,27740864
177,26568464
178,27449043
179,27636280
180,27508727
181,27762979
182,27723997
183,27558004
184,27230460
185,27823242
186,27588881
187,27471664
188,27013473
189,27768630
190,26508406
191,27636028
192,27779703
193,27113935
194,27548659
195,27718507
196,27607985
197,27908182
198,27716268
199,27800177
200,27964043
201,27563642
202,26486286
203,27414252
204,27717790
205,27470624
206,26571037
207,27411776
208,27376356
209,27468604
210,27968615
211,27810723
212,26657407
213,27755996
214,27783491
215,27408508
216,27747739
217,27600338
218,27056877
219,27216301
220,27197356
221,27933525
222,27548276
223,27821881
224,27938701
225,27712301
226,27707949
227,27928935
228,27794562
229,27451826
230,27929151
231,26357972
232,27838213
233,27748987
234,27631011
235,26742301
236,27778031
237,27674173
238,27713149
239,27631239
240,27440072
241,27654531
242,27907182
243,27710245
244,27447077
245,27396544
246,27745867
247,27903752
248,27818430
249,27981720
250,27847322
251,27657537
252,27393608
253,27885859
254,27433515
255,27327454
256,27694564
257,26527479
258,27567552
259,27867422
260,27877689
261,27776274
262,27699985
263,27354711
264,27640401
265,27975172
266,27478448
267,27802446
268,27941680
269,27827632
270,27622652
271,25844947
272,27487868
273,27669023
274,27964000
275,26733084
276,27487513
277,26467379
278,28059500
279,27644033
280,27832703
281,27555644
282,26900444
283,27759084
284,26848937
285,27784352
286,27354155
287,26427206
288,27802208
289,27911550
290,27685635
291,27883997
292,27753098
293,27888500
294,27767446
295,27525506
296,27613903
297,27704564
298,27184459
299,27964536
300,26981285
301,27941251
302,27740187
303,27801401
304,27568984
305,27669295
306,27426301
307,27777457
308,27570615
309,27205287
310,27711555
311,27029818
312,27715070
313,27623394
314,26162671
315,27230502
316,27648205
317,27817350
318,27711486
319,26624097
320,26568291
321,27869398
322,27644438
323,26955734
324,27423796
325,27846469
326,27878037
327,27949607
328,27740873
329,26592557
330,26866275
331,27627163
332,27195587
333,27649240
334,27450272
335,27830790
336,26889144
337,27958952
338,26366139
339,27357159
340,27830244
341,26771709
342,27723947
343,27708588
344,27878325
345,27822208
346,27543359
347,27667832
348,26332859
349,27437496
350,27904514
351,27827803
352,27723013
353,26508325
354,27821092
355,27569746
356,27853257
357,27929092
358,28004868
359,26329647
360,27783487
361,27737064
362,27508864
363,27395179
364,27953947
365,25957951
366,26238455
367,27677148
368,27399425
369,26438102
370,27805840
371,27694735
372,27815524
373,27623468
374,27649335
375,27628319
376,27919961
377,27564263
378,27962979
379,25947757
380,26504766
381,27696403
382,27376036
383,27869012
384,27778939
385,27481623
386,27456020
387,27600454
388,27805596
389,27635213
390,27642321
391,27676925
392,26352280
393,27705548
394,26733439
395,26390116
396,27705811
397,27492981
398,27788205
399,27685820
400,27801016
401,27727848
402,27157810
403,27965472
404,27353634
405,27935825
406,26912947
407,27613060
408,26964796
409,27605557
410,28001443
411,27814454
412,27757699
413,27747077
414,27917135
415,27746297
416,27626720
417,27016509
418,27450673
419,27675545
420,27876365
421,27793408
422,27877761
423,27686892
424,27827484
425,27527424
426,27859654
427,27481003
428,27750278
429,27079288
430,27590621
431,27657343
432,27867164
433,27741041
434,27923725
435,27361729
436,26038788
437,27931038
438,26773707
439,27655183
440,27742805
441,27321851
442,27958714
443,27407611
444,27946507
445,27617232
446,27835733
447,26292948
448,27930321
449,27869525
450,27645919
451,27480994
452,27510754
453,27681387
454,27500291
455,27519349
456,27980172
457,26348000
458,26415754
459,27827030
460,27981951
461,27853741
462,27695548
463,26066959
464,27816247
465,27661767
466,27675145
467,27587005
468,26737556
469,27816355
470,27716662
471,25054334
472,27701867
473,27235207
474,28007196
475,27909720
476,27103666
477,27155436
478,26271526
479,27687619
480,27617693
481,26043937
482,27483974
483,27612886
484,27487897
485,27164467
486,27645937
487,27724876
488,26054622
489,27955703
490,27806975
491,27466356
492,27334290
493,27598353
494,27762838
495,27690250
496,27755354
497,27211573
498,27937643
499,27825842
500,27791632
501,27751544
502,27578124
503,27697768
504,27543368
505,26088915
506,27535564
507,27911946
508,27291206
509,26245333
510,26417268
511,27743913
512,27321193
513,27945195
514,27677840
515,27820665
516,27556223
517,27623872
518,27783109
519,27695008
520,27113293
521,27954186
522,27905636
523,28004872
524,27941470
525,27964830
526,26922940
527,27747243
528,27952156
529,27982048
530,27804855
531,27903197
532,27595018
533,27409947
534,27446470
535,27647781
536,27804760
537,27809761
538,27084979
539,27944025
540,27887378
541,27941509
542,27443569
