1293096,3392754,1906076
47173842,1399548,52069599
154735289,154988278,155011103
150787648,147002088,153091742
142946774,14907333,4052622
45840088,1906076,3356741
1447128,3356741,2772325
56491378,46931916,52069599
150142260,153083842,147013596
2772325,58241574,3356741
13129748,1242462,4589423
64423946,8384731,1364429
1390547,14907333,52069599
53159114,37061427,54755388
144861777,153927835,153202735
89274979,154142996,73063655
154813297,143529220,154988814
4909388,1906076,127992598
4052622,54116486,68423245
154735091,154987868,154813205
155011338,154813246,154813063
153196312,134936491,153195284
43459010,4909388,2426310
60480296,36141868,1525124
151690708,150475229,4500983
11567688,54493811,142946774
4788529,2429726,22558751
154813361,154813458,155011103
52967718,1242462,14907333
2407300,1877741,1531311
140297460,138227806,83689070
36141868,2903228,14907333
144861777,153859787,153888789
2139716,95890261,127499503
48824632,1067537,62208430
144897195,2093804,52069599
149133136,150787648,148672253
46395427,133072788,1858877
45840088,1426698,1399548
1067537,136149036,150475229
154735091,155011221,154988814
76204418,43790428,1242462
144861777,153195284,153888789
3606584,108445445,153530751
144861777,134936491,153195284
81729610,49413005,2721871
3954426,1443478,1242462
11567688,3356741,52069599
144861777,134936491,153888789
2874170,154347010,2426310
3473081,43459010,1906076
1325096,40520180,47204854
46029145,3734830,2695894
28888332,2139716,95890261
11567688,3775075,2300436
1491079,3356741,2704607
65833731,1242462,52069599
2874170,43459010,2426310
54755388,1364429,1242462
1887833,1125796,34763631
11567688,13129748,1443478
154735048,154813246,154988687
153083842,150139883,147174814
4788529,2349644,4547717
11567688,3392754,36141868
45840088,3473081,4909388
144861777,153927835,153859787
3473081,43459010,1399548
51788500,14907333,3356741
70628617,1899986,55389685
154735289,155011338,154812787
144752448,110170085,71898206
153927835,153195284,153888789
46582065,45408251,45016361
2093804,14907333,52069599
46029145,3734830,35964055
1325096,2207652,52069599
102313627,2407300,52069599
3766065,54848746,55323010
2093804,14907333,1242462
155011338,155011103,154988687
1325096,43790428,4832181
45840088,14907333,3356741
1390547,1242462,52069599
150787648,153085192,147022074
143921400,32975454,136742751
1392601,102313627,2407300
153196312,144861777,134936491
45840088,4909388,52069599
154812888,154735289,154813458
144861777,153859787,134936491
3356741,1017510,52069599
152656945,1390547,132340038
154988936,154735289,154987980
154813137,154813458,155011103
154987980,154813246,154813063
154813361,154812653,154813246
154813331,154813428,154813205
152795851,1491079,52069599
154812888,154813361,154812653
155011338,154735339,154987980
52069599,14907333,1491079
3473081,2426310,52069599
1373969,69310339,1399548
147013596,150142260,147027621
12684658,2903228,3989718
69310339,40520180,1017510
154735048,154813361,155011338
154735289,154812787,154812653
14681551,51084326,103583583
53159114,89274979,1848150
81729610,2721871,54451255
143921400,2468392,113894370
154735289,154813458,154813246
3966620,1328886,3568167
20958841,2207652,2704607
29430089,88836502,99994169
153196312,153195284,153888789
40520180,43790428,47204854
154813137,155011338,154988278
52069599,1242462,1400615
28500003,1348893,1390547
1225107,1540582,52069599
45840088,154347010,2426310
153623738,153091742,145924879
3966620,1073077,1328886
3775075,142946774,1443478
1571077,1443478,2217855
4589423,1642743,1391783
153859787,153888789,153202735
143921400,152846307,1537598
3966620,1328886,3515479
144861777,153927835,153888789
43459010,65833731,1400615
154735289,155011338,154812653
29535264,53230524,41386541
153859787,153927835,153202735
1443478,1242462,4589423
142589740,66563972,94455358
152795851,1399548,1491079
153196312,153859787,153195284
28500003,1906076,52069599
1899986,2426310,52069599
1392601,2407300,1207893
4788529,6337115,1242462
1242462,142946774,2426310
1325096,1809032,2772325
2956522,69310339,1017510
6645312,34272570,36141868
77265704,46029145,140377687
43459010,1399548,52069599
1073077,1328886,3568167
43877784,31776241,83237872
52069599,14907333,1877741
1838472,2107285,1391783
4010938,46100108,67029599
153888789,139913429,153202735
45840088,3473081,2874170
144752448,70068489,143112572
153927835,153195284,134936491
154989104,154812588,154813205
153196312,144861777,153888789
69310339,3356741,52069599
11567688,142946774,1443478
3966620,4046573,1328886
1482993,2407300,36141868
154735048,154988687,154813063
69310339,2160900,4832181
2468392,52800690,145494750
54493811,1443478,142946774
11567688,69310339,152795851
68423245,3356741,52069599
142946774,4540398,4589423
3473081,3392754,52069599
152795851,14907333,4500983
62201552,61512042,77464374
2407300,13129748,52069599
69310339,102313627,2772325
4087576,85413505,46395427
56491378,67810483,1086159
14907333,142946774,52069599
144861777,134936491,153927835
153927835,153888789,153202735
11567688,152795851,3356741
2093804,1242462,52069599
153196312,144861777,153927835
1399548,52967718,1242462
80043594,154839989,73063655
154813331,154813205,155011221
151690708,1332901,50708726
152795851,3356741,52069599
99994169,81729610,2721871
147002088,104567850,148672253
36141868,2107285,1443478
143921400,71746068,47260902
154989104,154988124,154987868
13129748,1242462,1443478
45840088,1906076,30324180
153196312,153927835,153888789
13129748,2300436,1443478
147022074,153338037,153091742
82585386,13129748,153530751
49250768,1073077,1328886
2607201,2772325,56239509
1390547,69310339,14907333
56491378,1399548,52069599
4052622,142946774,52069599
155011338,154813063,154988687
43459010,1906076,2874170
152795851,1242462,1491079
47106535,3356741,52069599
62201552,43704692,1906076
56491378,1399548,14907333
150140552,147022074,145860172
1331520,147383943,69186167
1877741,3356741,1531311
1390547,102313627,3356830
154812653,154988374,154988687
43877784,65169097,51753375
28220068,37061427,13129748
57884513,71473958,127953071
154735091,154987868,154812711
154813297,154812588,154988814
45840088,52069599,47106535
143921400,150475229,32975454
4909388,1399548,52069599
45840088,52169225,53219972
146803681,147013596,150910911
155011338,154988490,154988687
14907333,4052622,52069599
154987980,154988278,155011103
1314153,1390547,52069599
154812888,154812787,154735339
40747866,3966620,1328886
154735048,154813458,154813063
102313627,2407300,1877741
144861777,153927835,139913429
11567688,113894370,1242462
11567688,152795851,47106535
145067392,3734830,140377687
147002088,147022074,149136754
3473081,43459010,2426310
77265704,3734830,140377687
4909388,2426310,52069599
153196312,153859787,134936491
3356741,3119590,1491079
43425706,1225107,40747866
154813297,154987868,155011221
150910911,148588172,151988839
56491378,1390547,1906076
45840088,152795851,52069599
155011103,154735339,154988687
99994169,70665390,2998638
154813137,154813361,154735289
154813428,155011221,154812711
69310339,1906076,14907333
67492098,1413686,50708726
149133136,153092225,153091742
153196312,153927835,153195284
43459010,52069599,1400615
76204418,3356741,1491079
71746068,1203949,145443431
51508162,63741147,2475572
147002088,150142260,145860356
70870115,110170085,63407991
1568073,53219972,3966620
5563833,53219972,67378503
145067392,1369580,140377687
8384731,65215421,1924903
45840088,3473081,2426310
3392754,14907333,2700029
154142996,2998638,1094415
144861777,153859787,153202735
64423946,13129748,4540398
3356741,142946774,52069599
2407300,36141868,1392601
41482755,3011716,1172123
6301808,64423946,2349644
3356741,1242462,14907333
3473081,1906076,2426310
155011338,154988278,155011103
143921400,133072788,1537598
154813361,154812653,155011103
1426698,1906076,43459010
85316996,53553965,144219878
45840088,43459010,1399548
48824632,3356741,47204854
153092225,149133548,153338037
154812588,155011221,154813205
153083842,150142260,148672253
43704692,2772325,1303333
3473081,69310339,1906076
154812888,154988490,154987980
153927835,153888789,153859787
151690708,4832181,50708726
154813458,154813063,155011103
123693539,51774662,46929123
153085192,148672253,149136783
56491378,1390547,67810483
60405772,154326708,14907333
149586213,94455358,134671591
154812888,154813458,154988278
56138666,46929123,2721871
52169225,36141868,4589423
28943808,37061427,1017510
56138666,154142996,70665390
149136754,149137477,150910911
45710157,3734830,140377687
153196312,134936491,153927835
153632625,148588172,149136783
144861777,153927835,153195284
62201552,1390547,1491079
1385888,2992686,1328886
13129748,49979829,2772325
31205201,4426027,141262822
102313627,47417750,1531311
14907333,3356741,52069599
154813137,154988490,154987980
154988490,154813246,154988687
6645312,2093804,53219972
45840088,3473081,43459010
1399548,154347010,4909388
99994169,54451255,2721871
46931916,152795851,1906076
54301401,63265110,2695894
153196312,134936491,153202735
150140552,145860356,148588172
3356741,1242462,52069599
150788338,145861018,149136783
61393179,79467061,147383943
61393179,140344701,138439511
4887209,64466412,138828229
64490234,70870115,143055130
46186746,28220068,1017510
76204418,3356741,3119590
149133136,153082969,145860172
3392754,1017510,52069599
1392601,2407300,1017510
150140552,153632625,150863809
2056240,3392754,14907333
45840088,3356741,1491079
56491378,3356741,52069599
1899986,52069599,2259087
20958841,14907333,1491079
3473081,2874170,2426310
153196312,153859787,153927835
1472016,1303333,47204854
2426310,1540582,4589423
46029145,2767450,1172123
150787648,150863809,149133548
11567688,3775075,142946774
1073077,2992686,3568167
144861777,134936491,17065662
4909388,3473081,1399548
13129748,142946774,1443478
155011338,154735339,154813063
153196312,153195284,153202735
1293096,55323010,69310339
2704607,14907333,3356741
1906076,2874170,4909388
2874170,43459010,52069599
153082969,153623738,145860804
3421539,2413805,151427398
154735048,154812653,154988374
146803681,150139883,149136783
151988839,150139883,149136783
154988490,154813458,154988278
154813246,154988278,155011103
3473081,1906076,52069599
3356741,54116486,52069599
1482993,63741147,2207652
2407300,47417750,1531311
1472016,2772325,53255551
80043594,1399642,154839989
46582065,14907333,3461718
154735091,143529220,155011221
154813063,154988687,155011103
1390547,4500983,52069599
49250768,34272570,14907333
150454993,153302938,103319620
61713192,11567688,14907333
1838472,2903228,13129748
154735048,154812888,155011103
1399548,2426310,52069599
56491378,3024347,3274239
49250768,1073077,4500983
153927835,153888789,139913429
147002088,147022074,145861018
61512042,87505228,4646653
1390547,28220068,52069599
154813331,154812588,154988814
45840088,1390547,52069599
150140552,153632625,149133548
146803681,49003949,148672253
14907333,58854910,35964055
3966620,1073077,3568167
149136754,150139883,145860804
1482993,49979829,2607201
17151960,69310339,1399548
41620945,1390547,43790428
149133136,146997298,145924879
13129748,2863549,3356830
52026792,53159114,84738530
42719293,51084326,52069599
141955840,65169097,84678742
11567688,2300436,142946774
1112922,28888332,30343175
134936491,153927835,153888789
1067537,89274979,41460613
153092225,153083628,150788093
154989104,154813297,154812588
69310339,1399548,152795851
2874170,4909388,52069599
49003949,117344309,150981893
69310339,3356741,1242462
37061427,3954426,45408251
144897195,1399548,52069599
14907333,3763981,52069599
2407300,3356830,1242462
11567688,3356741,1242462
11567688,49250768,3356741
154812888,154735289,154987980
154142996,58019838,1094415
56138666,30696331,154839989
48824632,76204418,14907333
150787648,147002088,145927398
56491378,69310339,1399548
153196312,144861777,153195284
37061427,28888332,14907333
56491378,69310339,14907333
1094415,154839989,81113637
154813428,154813205,154988814
69310339,1906076,152795851
1906076,3356741,14907333
87792604,3356741,47204854
149136754,147013596,147174814
144861777,153859787,153195284
4909388,1906076,2426310
154813428,154812588,154988124
3473081,3392754,69310339
154989104,154813428,154988814
154735289,154735339,154812653
41620945,51508162,1906076
56138666,71580917,1583133
87792604,2407300,47204854
34763631,4582262,35964055
1443478,142946774,1242462
146803681,147013596,153632625
146997298,148588172,145927398
3392754,3356741,1491079
154988490,154812653,154813063
37061427,55389685,3356830
42130760,13129748,2207652
150454993,103319620,51132453
69310339,152795851,52069599
147002088,153338037,148672253
2407300,131912533,3356741
154735048,154812787,154988687
1404256,154142996,70665390
11567688,13129748,142946774
154988936,154813458,154988278
46582065,37061427,2426310
45840088,154347010,1399548
1392601,2407300,46931916
3775075,142946774,4589423
144861777,153888789,139913429
2056240,2700029,14907333
153092225,149136754,150788093
150787648,146803681,148672253
148588172,147013596,149137477
49098299,40520180,4832181
149133136,153092225,153083394
154988936,155011338,154988278
1172123,1038372,1531311
1482993,49979829,47204854
154326708,137237066,1399548
76204418,3356741,14907333
134936491,153195284,153888789
153927835,153195284,153202735
121065786,53232932,43447542
103319620,51132453,148827454
153082969,150788093,150863809
87792604,3356741,52069599
146997298,149133548,147027621
1325096,2607201,3356741
150863809,147022074,145860804
149133548,147174814,150910911
136149036,42719293,51084326
46186746,4832181,32085837
20958841,76204418,47204854
30022603,3356830,1491079
45848064,123693539,69310339
153085192,153092225,153083394
152795851,46931916,52069599
154812588,154988814,154812711
150140552,153083628,150788093
1390547,3356741,1242462
102313627,2407300,3356741
1399548,52967718,3274239
64490234,143055130,63407991
154142996,2998638,70665390
11567688,14907333,52069599
153196312,153888789,153202735
11567688,2696809,52069599
142946774,1242462,4589423
1293096,54033491,13129748
11567688,1443478,3989718
52169225,64423946,53219972
154666440,123693539,69310339
153927835,139913429,153859787
1193876,4540398,2426310
1331520,4788529,2542130
45840088,69310339,1491079
49250768,36141868,1443478
56491378,1906076,3356741
154988936,154735289,154813246
154988936,154735289,154988490
54861640,1400615,52069599
77265704,45710157,140377687
45840088,1906076,52069599
54814120,152656945,106781874
154813137,154988687,155011103
43459010,1906076,2426310
147002088,149133136,145860804
3473081,154347010,1399548
3356741,47417750,52069599
14907333,4052622,3356741
69310339,3356830,1242462
143921400,2542130,1242462
45840088,2874170,52069599
1331520,1067537,147383943
4052622,3356741,142946774
63741147,43704692,14907333
154813137,154988278,154813063
2874170,4909388,127992598
56406601,4500983,1314153
45840088,11567688,1399548
1426698,1399548,14907333
34272570,37061427,4832181
11567688,3775075,13129748
8282021,14907333,3302103
40747866,3966620,1073077
2093804,3356741,14907333
154813361,154987980,154812653
3775075,13129748,142946774
154988936,154812888,154988687
43790428,2207652,53255551
4087576,14907333,4500983
154813137,154813246,154813063
11567688,69310339,1399548
154988936,154813137,154813458
1472016,55389685,47204854
154813137,154813458,154813063
147022074,147013596,150910911
49880744,1172123,1356900
13129748,3392754,87792604
149133136,150140552,147022074
1426698,1906076,52069599
3302103,34763631,59608575
145067392,77265704,140377687
1390547,1906076,32085837
145135147,52069599,47106535
77265704,54301401,140377687
154813137,155011338,154813246
11567688,3356741,14907333
11567688,1906076,3356741
54116486,4052622,52069599
154989104,155011221,154812711
60480296,1399548,14907333
153092225,149136754,145924879
45840088,2093804,53219972
4087576,1729609,14907333
154812588,154813205,154988814
80395257,137237066,36722297
46582065,69310339,14907333
2992686,4046573,1328886
1899986,1303333,58241574
66057961,70870115,58854910
54493811,142946774,3989718
1809032,1325096,58241574
130322953,94455358,53694641
64078266,56138666,2721871
20958841,14907333,3119590
3302103,1073077,3568167
1390547,1399548,152795851
40747866,1073077,1328886
45840088,1906076,1399548
13129748,4540398,4589423
49250768,3966620,3568167
136149036,1537598,3526903
150140552,153092225,146803681
153888789,17065662,153202735
1392601,2145018,63741147
1392601,28500003,30022603
66057961,68034178,70870115
154989104,154813297,154812711
45840088,3473081,152795851
4380222,58854910,110170085
143921400,1390547,2772325
11567688,54493811,36141868
6645312,52169225,2093804
42130760,40520180,47204854
154989104,154812588,154812711
1390547,2093804,1242462
2407300,30022603,1399548
3966620,14907333,67378503
154989104,154813331,154988124
146803681,149136754,150788093
154988124,154812588,154812711
152795851,1906076,52069599
154813137,155011338,154987980
37061427,12684658,45408251
153085192,153082969,104567850
4788529,2429726,127953071
153334874,150910911,149136783
68034178,1193876,2426310
2145018,69310339,3356830
36141868,1443478,3435591
141955840,76619016,42719293
3473081,1426698,35790203
6301808,134527901,40956518
14907333,1242462,52069599
20958841,2426310,4589423
34446620,14907333,1328886
43459010,4909388,52069599
14907333,3119590,1491079
43425706,1225107,52069599
20958841,76204418,1491079
154735289,154812653,154988687
1467824,1390547,2772325
1295184,49098299,3356830
154735048,154813458,154813246
1906076,2426310,52069599
1390547,69310339,1491079
1568073,14907333,46582065
4589423,36141868,3435591
14907333,142946774,3356741
154813137,154988687,154813063
42130760,2956522,46186746
51508162,40520180,14907333
154988936,154735289,154735339
62201552,46186746,58241574
3775075,1242462,1443478
154988936,154813246,154988374
154812653,154988278,154988687
147013596,104567850,145860804
154813361,154812653,154988687
56491378,1399548,1491079
31776241,41386541,1481725
154735289,154988278,154813361
149136754,148588172,150788093
3473081,1906076,1399548
69310339,14907333,3356741
154989104,154813205,154812711
54301401,1125796,2695894
70628617,4540398,1242462
56491378,1390547,52069599
74371096,70870115,63407991
36141868,1193876,2426310
60480296,46216265,1525124
80043594,46929123,64490234
45840088,14907333,35964055
154988936,155011338,154735339
146803681,146997298,149136783
2145018,30022603,102313627
34103576,61393179,50757891
154812888,154813458,155011103
140377687,1369580,35964055
149133136,153083394,150139883
42130760,28220068,55389685
147022074,145860356,151988839
64078266,46929123,2721871
