147002088,145860804,145860356,153082969,150910911
154989104,154987868,154813331,154988124,154812711
154988936,154813361,154812888,154735048,155011103
28943808,1809032,69310339,1390547,52069599
52069599,1390547,14907333,1242462,3356741
45840088,3473081,11567688,14907333,3356741
3392754,1399548,14907333,3356741,1491079
1467824,63741147,1303333,1242462,52069599
154813331,154735091,154987868,155011221,154988814
1838472,1467824,68034178,13129748,3834414
150140552,153092225,153083394,153083628,147022074
154988490,154812787,154813246,154988374,155011103
55547288,46582065,12684658,14907333,2426310
153092225,153083842,149136783,145860804,153632625
2251260,1390547,2407300,1348893,30022603
1426698,65833731,43459010,1242462,52069599
37555091,13129748,4540398,1443478,4589423
146803681,153334874,147013596,153091742,153082969
144861777,139913429,153859787,153888789,153202735
45840088,1399548,2874170,1906076,4909388
52069599,2093804,14907333,1242462,3356741
144861777,153927835,153195284,134936491,153888789
154735048,155011338,154987980,154812653,154813246
154735048,154813063,154812653,154988374,154988687
153927835,153195284,153888789,153859787,153202735
154812888,154813458,154813063,154988374,155011103
150139883,150788093,49003949,147174814,149136783
154735048,154813458,154735339,154813246,154988687
52069599,2407300,3356741,1017510,47106535
1426698,52069599,1906076,1242462,1400615
153196312,134936491,153195284,153888789,153202735
144861777,153859787,153927835,153888789,153202735
154812888,154813361,154988490,154988278,154988687
11567688,152795851,46931916,3356741,52069599
1482993,48046874,2207652,2772325,47204854
61713192,3473081,1906076,77464374,1491079
20958841,76204418,1491079,3356741,2704607
13129748,3392754,87792604,3356741,47204854
1646321,69310339,13129748,55787869,2863549
153196312,153927835,153195284,153888789,153859787
1390547,102313627,1348893,1242462,1491079
142946774,52069599,14907333,4052622,3356741
153202735,153927835,153195284,17065662,153859787
150788338,145861018,148672253,153083394,150910911
153196312,144861777,153859787,153927835,153888789
3473081,3392754,1906076,3356741,1491079
150787648,146803681,153623738,147002088,149137477
1887833,2767450,45710157,3734830,140377687
153082969,145861018,150139883,145860172,151988839
153196312,144861777,134936491,153195284,153927835
150787648,148588172,153083394,145860356,145924879
153196312,153927835,134936491,153195284,153888789
154989104,154813331,154812588,155011221,154988814
154813297,154813331,154988124,154813205,154988814
154989104,154813331,154812588,155011221,154812711
150787648,153623738,147022074,145927398,147027621
144861777,153927835,134936491,153859787,153888789
4909388,1906076,45840088,1399548,2426310
150787648,150863809,153334874,148588172,147027621
154813137,155011338,154735339,154988490,154735289
45840088,3473081,43459010,4909388,2426310
2407300,87792604,3356741,47204854,1017510
149133136,150787648,153083394,148672253,153083842
153196312,144861777,153927835,153195284,153888789
1295184,102313627,63741147,1399548,49098299
153196312,153859787,153927835,153888789,153202735
1443478,4540398,3775075,142946774,1242462
1906076,43459010,4909388,1399548,2426310
1899986,1390547,13129748,1303333,63741147
154989104,154813297,154813331,154987868,154988814
11567688,1906076,56491378,1399548,46931916
154813137,154813063,154988278,154813361,154988687
45840088,3473081,69310339,14907333,52069599
45840088,2874170,4909388,43459010,2426310
1906076,2874170,4909388,127992598,2426310
154989104,154813331,154813428,155011221,154988814
148588172,153623738,145860804,146997298,148672253
154813137,155011338,155011103,154988687,154813063
147002088,150788338,150142260,147022074,145861018
153196312,153927835,153888789,17065662,153202735
11567688,152795851,1906076,3356741,1390547
154735048,154735289,154988687,154987980,154813063
49250768,3966620,1073077,1328886,3568167
154813137,155011338,154813361,154988278,154813063
1325096,1531311,43704692,32085837,2772325
45840088,1399548,43459010,1906076,52069599
154735048,154813458,155011338,154988278,155011103
1809032,68034178,36141868,142946774,1642743
153632625,150788338,149133548,153623738,150788093
154989104,154813428,154812588,154988814,154812711
3954426,68034178,1193876,14907333,1443478
144861777,134936491,153195284,153927835,153859787
45840088,3473081,1906076,2426310,52069599
20958841,1491079,14907333,3119590,2704607
2407300,3392754,13129748,1017510,47204854
154812888,154813137,154812787,154813246,154735289
145860172,153083394,148588172,153083842,149136783
154989104,154987868,154813428,155011221,154812711
154735048,154813246,154812653,154988374,154988687
154813361,154988490,154987980,154988374,155011103
77265704,145067392,140377687,1369580,35964055
1392601,28500003,2251260,2772325,3356830
43459010,65833731,1906076,1242462,1400615
43790428,40520180,63741147,13129748,47204854
14907333,69310339,1399548,3356741,1491079
76204418,2207652,3356741,3119590,1491079
150140552,147013596,145861018,148588172,150142260
11567688,1906076,1399548,14907333,52069599
1809032,68034178,2426310,142946774,14907333
154988936,154987980,154813246,154988278,154988687
149133136,153082969,153083394,153083628,147002088
45840088,69310339,14907333,3356741,1491079
146803681,150139883,145860356,147174814,145924879
154812888,155011338,154812787,154813458,154988278
2407300,13129748,3356741,1017510,52069599
45840088,154347010,4909388,43459010,2426310
11567688,13129748,3775075,2300436,142946774
11567688,3392754,52069599,1242462,1491079
154735289,155011338,154987980,154813246,154988687
77265704,145067392,45710157,3734830,35964055
1906076,1390547,1399548,77464374,52069599
154988936,154735289,154988490,154735339,154988687
17151960,69310339,1906076,3356741,152795851
1295184,1392601,30022603,2407300,1399548
45840088,1390547,69310339,3356741,1242462
153632625,146997298,150910911,145860804,153082969
154735048,154735289,154735339,154813246,154988278
154988278,154812787,154987980,154812653,154813246
11567688,1399548,14907333,1242462,3356741
150140552,153083394,153083842,148588172,150788093
11567688,54493811,36141868,1443478,142946774
1467824,45840088,13129748,1242462,3435591
153196312,144861777,153927835,153888789,134936491
143529220,154735091,154812588,154813205,154812711
1399548,1906076,14907333,3663078,52069599
20958841,76204418,2207652,14907333,1491079
154989104,154813297,154812588,154813428,154988814
154989104,154813297,154987868,155011221,154988814
20958841,76204418,14907333,3119590,2704607
154812588,154988124,154813331,143529220,154735091
154813361,154988490,154813246,154813458,154988278
154813137,154988490,154988374,154813246,154735289
146803681,153083394,136428159,150788093,151988839
153196312,153859787,153195284,153927835,153202735
55547288,3954426,12684658,14907333,2426310
150787648,145860172,145860804,150788093,151988839
154988124,154987868,154813331,154812588,154813205
1906076,3473081,2874170,4909388,1399548
145861018,149133548,153083842,153091742,150910911
1915398,1354258,37061427,14907333,1390547
154989104,154813428,154812588,155011221,154988814
153964536,75174699,103319620,51132453,148827454
147002088,148588172,145860172,147174814,151988839
153196312,153859787,153195284,153888789,134936491
154987868,154813297,154812588,154813428,154812711
2407300,13129748,3356741,47204854,1017510
154735289,154987980,154812653,154813246,154813361
153196312,144861777,153859787,153195284,153927835
1906076,43459010,1399548,2874170,2426310
1399548,2874170,1906076,2426310,3473081
11567688,13129748,142946774,1443478,4589423
154735289,154988687,154812653,154813246,154813063
1809032,49098299,1017510,3356830,52069599
40520180,13129748,55389685,1017510,41620945
154988936,154813137,154812787,154987980,154813063
154988124,154813297,154813331,154812588,154812711
142946774,11567688,36141868,1443478,3989718
147002088,149133136,153083394,153623738,147174814
153196312,144861777,134936491,153195284,153888789
153196312,153927835,153195284,134936491,153859787
11567688,152795851,1906076,3356741,52069599
1390547,1399548,3356741,152795851,1491079
41620945,34272570,43790428,1303333,1017510
55547288,69310339,14907333,2426310,45408251
154813458,154812653,154988374,154813246,154988687
153196312,144861777,153859787,153195284,153202735
145861018,150139883,153083628,149136783,151988839
1789320,46186746,43790428,4832181,1531311
149133136,150787648,147013596,147027621,153632625
58019838,56138666,154142996,1399642,2998638
154735289,154813458,154735339,154987980,154988278
154988936,155011338,155011103,154987980,154813063
20958841,1390547,28220068,14907333,2475572
4909388,3473081,43459010,1906076,52069599
154812888,154735289,154813458,154987980,154988687
4909388,1906076,2874170,1399548,52069599
154812888,154813361,155011338,154813246,154813137
154813361,154813458,154812787,154988278,154988687
154813297,154812588,154988124,154988814,154812711
69310339,1399548,3356741,1242462,1491079
69310339,1399548,3356741,1242462,1390547
154735048,154988936,154988687,154812653,154813063
45840088,3473081,152795851,1906076,1491079
1399548,43459010,1906076,2426310,52069599
3473081,1906076,4909388,2874170,52069599
154813137,154813458,154735339,154812653,154813063
2704607,2207652,3356741,3119590,14907333
144861777,153202735,153927835,139913429,153888789
154735048,154812888,154813063,154988278,154988687
154735048,154813458,155011103,155011338,154988687
51132453,153964536,75174699,74447837,153934567
3473081,52069599,152795851,1390547,1491079
147022074,153083842,150142260,149136754,136428159
150788338,149133548,153338037,153091742,147027621
150787648,150142260,104567850,145860804,153092225
11567688,3473081,152795851,1399548,1242462
20958841,2207652,14907333,3119590,2704607
154735048,154813361,154813458,154988374,154988687
45840088,152795851,69310339,3356741,1242462
45840088,3473081,2874170,4909388,52069599
145860804,145861018,145860356,150788093,153338037
56138666,154142996,70665390,2998638,1094415
45840088,2874170,43459010,2426310,52069599
150787648,153623738,147022074,145861018,153338037
144861777,153927835,153888789,153859787,139913429
54755388,38925886,1125796,44761517,2695894
40520180,2207652,55389685,13129748,70628617
45840088,3473081,1906076,3356741,52069599
154988936,154988490,154988278,154988374,155011103
45840088,62103137,3473081,3356741,1491079
3473081,2874170,1399548,2426310,52069599
3473081,43459010,1399548,2874170,52069599
1906076,1390547,1399548,1242462,52069599
152795851,1399548,3356741,1242462,52069599
154812888,154988490,154813063,154812653,154988687
1467824,1809032,69310339,2207652,70628617
154988490,155011338,154987980,154812653,154988687
147022074,150139883,153083628,153083842,150910911
154812888,154735339,154812653,154988278,154988687
154989104,154813297,154812588,154987868,154813205
11567688,69310339,1906076,14907333,152795851
146803681,153083394,153083628,147027621,150910911
69310339,1390547,1906076,3356741,52069599
154735048,154813137,155011338,154987980,154812653
45840088,11567688,1390547,1399548,52069599
3606584,43942858,135985788,113894370,153530751
49098299,70628617,69310339,56239509,1017510
153927835,153888789,139913429,153859787,153202735
154987868,154988124,143529220,155011221,154812711
1809032,46186746,63741147,1303333,58241574
145067392,77265704,140377687,3734830,35964055
45840088,1906076,1390547,1399548,14907333
47204854,40520180,58241574,1242462,52069599
20958841,76204418,4430357,14907333,3356741
154813297,154813331,154988124,154813428,154812711
154735048,154813361,154988490,155011338,154812653
46029145,140377687,45710157,3734830,35964055
153085192,145860804,145860172,147013596,151988839
149133136,153082969,145860172,150142260,136428159
153083842,153623738,153334874,153083394,145927398
1392601,69310339,2251260,2772325,1242462
51508162,49098299,1390547,3356741,1242462
147002088,153632625,147013596,145927398,151988839
144861777,134936491,153195284,153888789,17065662
154735048,155011103,154813063,154812653,154988687
20958841,76204418,1491079,14907333,2704607
1467824,1906076,13129748,4832181,2607201
154735289,154735339,154812653,154813246,154988687
154988936,154988490,154988687,154813458,155011103
45840088,11567688,1399548,3356741,1242462
153196312,144861777,153195284,153888789,153202735
43704692,48046874,37061427,2207652,3356830
150863809,153623738,150139883,148588172,153334874
153082969,150910911,147013596,153338037,146803681
154812588,154813331,154987868,154813205,154812711
154735048,154813137,154987980,154813246,154988374
153196312,134936491,153927835,153888789,153859787
45840088,4909388,2874170,1906076,52069599
1443478,3775075,142946774,1242462,4589423
154735048,154735289,154988490,154812653,154813063
154813428,154813331,154987868,155011221,154813205
69310339,2407300,1348893,1242462,1390547
45840088,11567688,1906076,3356741,1242462
153195284,153859787,153927835,134936491,153202735
1399548,154347010,4909388,2426310,52069599
154987868,154813297,143529220,154813428,154988124
149133548,145861018,145860804,145927398,150142260
1809032,43790428,2475572,32085837,13129748
154989104,154812588,154813331,154813428,154813205
154989104,154812588,154813428,154813205,154988814
144861777,153859787,153195284,153927835,153202735
154988936,154813137,155011103,154813246,154988687
1295184,49098299,1399548,3356830,52069599
3855752,11567688,28888332,1242462,52069599
11567688,45912248,3855752,1242462,1227137
45840088,3473081,1906076,1399548,2426310
145860804,153623738,148588172,153083628,151988839
154988936,154813137,154988490,155011338,154812653
152795851,1399548,3356741,52069599,14907333
147022074,150910911,153338037,153091742,145924879
36141868,13129748,1443478,1242462,4589423
74371096,70870115,110170085,58854910,63407991
144861777,153195284,153888789,17065662,153202735
1809032,69310339,28220068,4832181,1242462
37555091,2903228,142946774,4540398,4589423
152656945,106781874,133072788,53553965,1522422
11567688,3473081,1906076,14907333,3356741
154989104,154813297,154813428,154813205,154988814
154987868,154813297,154735091,154812588,154988814
3392754,152795851,69310339,14907333,3356741
23341408,20958841,37061427,13129748,47204854
1887833,2767450,59608575,45710157,35964055
153196312,153859787,153195284,153888789,153202735
154988936,154735289,154813458,154812888,154988374
154812888,154988936,154987980,154735048,154813137
149133136,150787648,149136754,148672253,150788093
153632625,150788338,147027621,145861018,153338037
3473081,2874170,4909388,1399548,52069599
154735289,154813458,155011338,154988278,154812653
48046874,28220068,32085837,47204854,2772325
1392601,2407300,2251260,2772325,1242462
45840088,3473081,1906076,1399548,52069599
1482993,51508162,1303333,4832181,52069599
1390547,1906076,14907333,152795851,52069599
