user_id,group_id
2358808,45720
2552254,45720
3155925,45720
3278666,45720
3848368,45720
6348970,45720
6986735,45720
9381387,45720
10119258,45720
49943422,45720
63093642,45720
66764172,45720
81334822,45720
2797596,45720
3344209,45720
3961650,45720
5874319,45720
7191179,45720
7355939,45720
8749138,45720
9980869,45720
12205942,45720
13621681,45720
34857402,45720
39154902,45720
74105892,45720
3221558,45720
5462795,45720
7679329,45720
7745730,45720
9117584,45720
75266612,45720
82990062,45720
3504820,45720
4997932,45720
6401371,45720
9711532,45720
9921814,45720
11056419,45720
42863302,45720
79620442,45720
546487,45720
719099,45720
2650644,45720
5556030,45720
5574088,45720
7511010,45720
7567888,45720
8204200,45720
8548109,45720
274877,45720
1919260,45720
3430929,45720
3764242,45720
6750456,45720
10637910,45720
11418108,45720
13070875,45720
13609228,45720
34181992,45720
37047172,45720
37955212,45720
40912542,45720
486530,45720
1951756,45720
2609617,45720
2920495,45720
2936352,45720
2956298,45720
4422710,45720
5774582,45720
7292762,45720
7698252,45720
8231032,45720
9329781,45720
9756934,45720
11503520,45720
13174383,45720
19177631,45720
42051222,45720
63553632,45720
74564392,45720
80437662,45720
1602608,45720
25063022,45720
35037552,45720
7559854,54258
2473069,54258
13653702,54258
2649099,54258
6923862,54258
84441952,54258
3233394,55272
7092500,55272
13329965,55272
78898512,55272
105082222,55272
133243852,55272
66266432,55272
71843432,55272
3014038,55272
3344209,55272
8472580,55272
10805598,55272
12852285,55272
13513634,55272
87499362,55272
89925142,55272
42977462,55272
94751092,55272
106199572,55272
111166032,55272
140140462,55272
2650644,55272
9646127,55272
13609228,55272
43872912,55272
65094732,55272
4027876,55272
7953389,55272
62592722,55272
78006062,55272
86063462,55272
104535672,55272
1602608,55272
5750429,55272
13310010,55272
1811065,61473
6485829,61473
7908675,61473
7930654,61473
8298447,61473
13302046,61473
66053112,61473
75220552,61473
76843422,61473
82679712,61473
91940192,61473
96238142,61473
719099,61473
1999157,61473
2173812,61473
3344209,61473
5524842,61473
6218632,61473
12010647,61473
71118782,61473
74586262,61473
85547022,61473
89417612,61473
42830072,61473
3697050,63782
10628257,63782
34467472,63782
2921855,63782
3333543,63782
6677256,63782
7880148,63782
9634770,63782
9753374,63782
10441105,63782
38994242,63782
46338182,63782
59597172,63782
71956772,63782
13905004,63782
133135052,63782
3344209,63782
4196353,63782
4317127,63782
7679329,63782
9980869,63782
10863743,63782
13513634,63782
16217781,63782
30837942,63782
81520922,63782
87499362,63782
121154932,63782
2113690,63782
3221558,63782
79674322,63782
84648562,63782
2650644,63782
3222775,63782
13609228,63782
486530,63782
1951756,63782
4255800,63782
5750429,63782
7292762,63782
11297249,63782
11440169,63782
19177631,63782
60909382,63782
30285062,63782
60245502,63782
3333543,67696
4425847,67696
6677256,67696
7880148,67696
9567325,67696
9687088,67696
10233646,67696
11655914,67696
17733261,67696
60443462,67696
104824172,67696
2525803,67696
9944708,67696
10428729,67696
11230327,67696
11639824,67696
12900625,67696
15509161,67696
55449462,67696
78414392,67696
2975166,67696
3898700,67696
5015841,67696
6356469,67696
7371197,67696
8863592,67696
9709709,67696
9980869,67696
11273258,67696
13513634,67696
13644927,67696
16217781,67696
24507322,67696
81520922,67696
121154932,67696
2621867,67696
7096527,67696
7966375,67696
9455291,67696
11488631,67696
94751092,67696
1232291,67696
2650644,67696
3637287,67696
5091165,67696
13116146,67696
14147385,67696
20791481,67696
52038522,67696
59616222,67696
7698252,67696
12894093,67696
60245502,67696
79260142,67696
3959615,71156
9065678,71156
11303855,71156
13877187,71156
42678112,71156
44663912,71156
80087912,71156
88263102,71156
2738753,71156
3466187,71156
5342544,71156
7559854,71156
12767407,71156
74256262,71156
88969352,71156
6356469,71156
7459556,71156
22591691,71156
51524012,71156
63421802,71156
1771735,71156
3344209,71156
8580302,71156
10023858,71156
12408479,71156
13513634,71156
14438083,71156
74838672,71156
7835881,71156
13421130,71156
55162232,71156
60488372,71156
546487,71156
1076877,71156
2089797,71156
3080133,71156
9260980,71156
9451173,71156
11429748,71156
12311055,71156
53827762,71156
90896682,71156
7664766,71156
8002588,71156
13174383,71156
28539032,71156
49564002,71156
57051082,71156
75367122,71156
5750429,71156
7698252,71156
10224738,71156
23338761,71156
59170612,71156
69221262,71156
74846712,71156
3697050,83211
6584953,83211
7879375,83211
10269758,83211
10289894,83211
10449517,83211
12381501,83211
13285877,83211
13442249,83211
14000806,83211
36472362,83211
42678112,83211
51113952,83211
53124732,83211
65557512,83211
75621912,83211
82760392,83211
104467362,83211
526815,83211
3466187,83211
3966526,83211
4174693,83211
4315132,83211
4425847,83211
29933972,83211
51207112,83211
70059092,83211
71843432,83211
4311884,83211
6812624,83211
7103043,83211
8472580,83211
9572964,83211
9944708,83211
10119258,83211
10428729,83211
11630786,83211
31075412,83211
46368282,83211
55675212,83211
2797596,83211
3110850,83211
3898700,83211
5867852,83211
5874319,83211
7379363,83211
7869101,83211
8074077,83211
8863592,83211
9537709,83211
9980869,83211
10023858,83211
12502823,83211
13701896,83211
13905004,83211
14647142,83211
61312642,83211
67352212,83211
81520922,83211
126560522,83211
640298,83211
3221558,83211
3344209,83211
4059125,83211
4262434,83211
5350945,83211
6102311,83211
9487936,83211
10713525,83211
13513634,83211
14470114,83211
55661522,83211
55673812,83211
77944022,83211
1417679,83211
1750988,83211
3517298,83211
6805101,83211
7888791,83211
9921814,83211
10143027,83211
11658496,83211
13262343,83211
60488372,83211
719099,83211
2676380,83211
4243249,83211
5459112,83211
5574088,83211
6218632,83211
6923862,83211
8110553,83211
12209059,83211
32599132,83211
34558312,83211
73141162,83211
3163465,83211
3764242,83211
4352771,83211
5918377,83211
8438144,83211
8893941,83211
9451173,83211
13528349,83211
13609228,83211
14592275,83211
40912542,83211
44452632,83211
54148922,83211
274877,83211
486530,83211
1951756,83211
2217798,83211
2609617,83211
3263168,83211
9329781,83211
9474291,83211
10531672,83211
10990087,83211
12894093,83211
13174383,83211
13351280,83211
19177631,83211
28312872,83211
79627802,83211
80067882,83211
1602608,83211
2245850,83211
2936352,83211
3995873,83211
4828172,83211
5750429,83211
7698252,83211
12038239,83211
2731166,85362
3256345,85362
3942752,85362
9655342,85362
9693923,85362
10233646,85362
13386621,85362
30231672,85362
59488152,85362
133135052,85362
3344209,85362
4267309,85362
14116197,85362
23188511,85362
68707682,85362
81520922,85362
486530,85362
3556171,105714
6485829,105714
6584953,105714
7092500,105714
10269758,105714
12563168,105714
13285877,105714
13329965,105714
15687471,105714
26503392,105714
51113952,105714
68698332,105714
73662102,105714
526815,105714
2294180,105714
2525803,105714
3233394,105714
3386222,105714
3869629,105714
9810993,105714
22185381,105714
29933972,105714
106277482,105714
914513,105714
2552254,105714
2678583,105714
5979793,105714
6348970,105714
6986735,105714
10119258,105714
16215971,105714
51207112,105714
70606292,105714
75761732,105714
1679568,105714
1828946,105714
2298742,105714
2797596,105714
7191179,105714
7379363,105714
7869101,105714
8074077,105714
9980869,105714
11300806,105714
13879459,105714
14231717,105714
25903342,105714
29679172,105714
30423032,105714
30592682,105714
51046332,105714
76210752,105714
2781869,105714
3110850,105714
4059125,105714
4262434,105714
5694808,105714
5874319,105714
9117584,105714
9604277,105714
34857402,105714
36755832,105714
40834212,105714
94204522,105714
2113690,105714
3221558,105714
4997932,105714
5462795,105714
7745730,105714
9711532,105714
12543336,105714
55673812,105714
77944022,105714
2173812,105714
3419991,105714
3504820,105714
8755805,105714
10032689,105714
11056419,105714
11811569,105714
12209059,105714
39760952,105714
46262382,105714
52854982,105714
60223482,105714
109768632,105714
719099,105714
2650644,105714
2676380,105714
5556030,105714
5574088,105714
6218632,105714
7459963,105714
7567888,105714
11429748,105714
38997552,105714
39367452,105714
43872912,105714
44650852,105714
52038522,105714
72319842,105714
4848884,105714
6750456,105714
7953389,105714
8438144,105714
13070875,105714
13528349,105714
13609228,105714
13613512,105714
34181992,105714
37047172,105714
40912542,105714
42334842,105714
44452632,105714
54934852,105714
60957392,105714
61400912,105714
68707682,105714
74864772,105714
274877,105714
486530,105714
1951756,105714
2956298,105714
3775776,105714
9329781,105714
10990087,105714
13174383,105714
27392172,105714
28312872,105714
42051222,105714
65019502,105714
69032882,105714
1602608,105714
2245850,105714
2609617,105714
2936352,105714
3995873,105714
4828172,105714
7698252,105714
12806882,105714
13310010,105714
13564366,105714
13824120,105714
64725912,105714
67183552,126290
11304003,126290
2248391,126290
1076877,126290
5898111,126290
2287055,129277
2921855,129277
6584953,129277
6851830,129277
6874829,129277
11961497,129277
74372122,129277
4438255,129277
6812624,129277
7191179,129277
11630786,129277
14615091,129277
61195742,129277
61312642,129277
118500372,129277
1069838,129277
1417679,129277
1750988,129277
2113690,129277
3344209,129277
3350928,129277
3776109,129277
6370031,129277
9487936,129277
3080133,129277
4243249,129277
5459112,129277
6218632,129277
9451173,129277
9614952,129277
14444887,129277
37047172,129277
3995873,129277
4828172,129277
13174383,129277
13310010,129277
25063022,129277
4335862,134654
8468957,134654
8535744,134654
78898512,134654
2650644,134654
9658915,134654
10479284,134654
13609228,134654
32211942,134654
41659672,134654
94751092,134654
1951756,134654
4255800,134654
5750429,134654
13525120,134654
526815,137598
1324258,137598
3256345,137598
3561233,137598
4439521,137598
6485829,137598
7930654,137598
8898988,137598
9065678,137598
12381501,137598
65557512,137598
75220552,137598
76843422,137598
91940192,137598
104824172,137598
3994588,137598
6829861,137598
8298447,137598
10213539,137598
13302046,137598
13410275,137598
49943422,137598
70355212,137598
75970442,137598
82679712,137598
96238142,137598
2975166,137598
7884003,137598
7908675,137598
8019525,137598
8074077,137598
13653702,137598
118030782,137598
2173812,137598
5524842,137598
6370031,137598
7966375,137598
8488308,137598
9117584,137598
11201040,137598
13147466,137598
14493255,137598
63627662,137598
719099,137598
1076877,137598
2650644,137598
4848889,137598
6218632,137598
7895644,137598
8299730,137598
9381567,137598
38997552,137598
41659672,137598
43575372,137598
46735882,137598
115896912,137598
274877,137598
1760779,137598
2956298,137598
3995873,137598
5898111,137598
7698252,137598
12010647,137598
21478241,137598
23861882,137598
24859472,137598
37047172,137598
38411072,137598
66934602,137598
79260142,137598
85547022,137598
89417612,137598
105087892,137598
116375972,137598
2604064,137598
13564366,137598
101737292,137598
109415192,137598
2177861,140195
2294180,140195
3345133,140195
3994588,140195
4439521,140195
5868310,140195
7778216,140195
8509964,140195
9810993,140195
12303257,140195
12534149,140195
12572850,140195
13258687,140195
13410275,140195
25266802,140195
30378632,140195
36278932,140195
42068832,140195
57361872,140195
66053112,140195
87805682,140195
90923532,140195
1931407,140195
2358808,140195
2975166,140195
3408943,140195
5547289,140195
7103043,140195
7191179,140195
7884003,140195
8298447,140195
8458871,140195
9470872,140195
13426110,140195
23172681,140195
30133612,140195
30700482,140195
38898582,140195
51046332,140195
74965872,140195
75761732,140195
78767222,140195
92641912,140195
122100822,140195
843624,140195
1999157,140195
2180405,140195
3352815,140195
5533863,140195
6923672,140195
7044016,140195
8488308,140195
9254651,140195
9836463,140195
13653702,140195
14493255,140195
36755832,140195
46262382,140195
55673812,140195
62616322,140195
71763432,140195
118030782,140195
546487,140195
1919260,140195
2647049,140195
2714780,140195
7895644,140195
7953389,140195
10828873,140195
12416913,140195
13116146,140195
13721418,140195
36204252,140195
37047172,140195
39842842,140195
53827762,140195
57051082,140195
85547022,140195
104835682,140195
110120212,140195
274877,140195
486530,140195
817371,140195
1951756,140195
10875597,140195
11529748,140195
12010647,140195
12894093,140195
21478241,140195
24859472,140195
38411072,140195
65019502,140195
2287055,145874
3556171,145874
6565344,145874
7092500,145874
10233646,145874
36353712,145874
75621912,145874
3942752,145874
11758508,145874
13756058,145874
30578332,145874
34467472,145874
104824172,145874
5979793,145874
33216362,145874
60118092,145874
71956772,145874
71979662,145874
805238,145874
2552254,145874
2678583,145874
51401652,145874
55449462,145874
73630902,145874
92886942,145874
473782,145874
1437064,145874
2930148,145874
9980869,145874
12710644,145874
81661052,145874
87499362,145874
133135052,145874
4262434,145874
4925334,145874
7371197,145874
87298372,145874
2253990,145874
5006346,145874
5507086,145874
13869850,145874
121154932,145874
3221558,145874
7888791,145874
79620442,145874
94751092,145874
2734325,145874
5459112,145874
5744441,145874
42977462,145874
71892632,145874
75639482,145874
2650644,145874
9658915,145874
90514622,145874
4027876,145874
6750456,145874
7953389,145874
13068298,145874
13116146,145874
13609228,145874
49012212,145874
57172302,145874
486530,145874
2956298,145874
9474291,145874
10247538,145874
13526866,145874
1602608,145874
1951756,145874
2217798,145874
2245850,145874
4255800,145874
12038239,145874
13525120,145874
60245502,145874
60909382,145874
74846712,145874
84449282,145874
3898700,151009
5184838,151009
6520725,151009
6565344,151009
12381501,151009
14615091,151009
14647142,151009
51046332,151009
70882002,151009
74669972,151009
1602608,151009
1850986,151009
4352771,151009
13310010,151009
14201304,151009
32599132,151009
37047172,151009
73472352,151009
74586262,151009
1931407,153288
3556171,153288
3848368,153288
4016275,153288
4425847,153288
5979793,153288
8171484,153288
9810993,153288
12381501,153288
13193641,153288
13285877,153288
13371559,153288
14000806,153288
15687471,153288
26503392,153288
36353712,153288
56482812,153288
66764172,153288
70355212,153288
70606292,153288
102859442,153288
1999157,153288
3221558,153288
3350928,153288
4059125,153288
5462795,153288
5874319,153288
6102311,153288
7745730,153288
8074077,153288
9117584,153288
9921814,153288
11205173,153288
12502823,153288
24507322,153288
42863302,153288
70882002,153288
274877,153288
719099,153288
1825635,153288
3430929,153288
3764242,153288
3775776,153288
6750456,153288
7567888,153288
8204200,153288
11415904,153288
12029265,153288
13528349,153288
13721418,153288
14116197,153288
14385871,153288
34181992,153288
37047172,153288
44452632,153288
60860542,153288
73651022,153288
2609617,153288
2936352,153288
3995873,153288
7698252,153288
11171060,153288
24834862,153288
25063022,153288
74846712,153288
79260142,153288
2287055,156985
3893095,156985
7092500,156985
12789847,156985
13285877,156985
13442249,156985
15687471,156985
34395912,156985
44663912,156985
69837162,156985
74372122,156985
78898512,156985
526815,156985
2525803,156985
2921855,156985
3239391,156985
3696531,156985
3869629,156985
4425847,156985
6677256,156985
7559854,156985
10045286,156985
13171345,156985
32350862,156985
43349492,156985
46338182,156985
51176422,156985
79382422,156985
83543172,156985
84416722,156985
1931407,156985
2552254,156985
3155925,156985
6812624,156985
9383197,156985
10119258,156985
14594162,156985
48935732,156985
66764172,156985
118500372,156985
118567312,156985
1927173,156985
7355939,156985
7869101,156985
9944708,156985
9980869,156985
11361912,156985
59488152,156985
88668752,156985
126560522,156985
2975166,156985
3344209,156985
3794907,156985
4262434,156985
4925334,156985
8863592,156985
10047681,156985
13513634,156985
16217781,156985
34857402,156985
58347992,156985
70882002,156985
81520922,156985
3155786,156985
3221558,156985
11205173,156985
55661522,156985
1069838,156985
9329380,156985
9921814,156985
10143027,156985
11056419,156985
42863302,156985
65282102,156985
78219232,156985
719099,156985
4243249,156985
5556030,156985
5574088,156985
7567888,156985
8204200,156985
14116197,156985
59508192,156985
76345572,156985
81095522,156985
223696,156985
2649099,156985
3637287,156985
4848884,156985
5091165,156985
7953389,156985
9658915,156985
9741144,156985
11429748,156985
12730918,156985
20791481,156985
23497511,156985
68707682,156985
74934092,156985
84444762,156985
88816902,156985
274877,156985
1919260,156985
2956298,156985
4422710,156985
5774582,156985
10247538,156985
11297249,156985
11418108,156985
11440169,156985
37047172,156985
65019502,156985
69032882,156985
104835682,156985
1951756,156985
2217798,156985
2609617,156985
2920495,156985
3611313,156985
4828172,156985
5750429,156985
7698252,156985
9329781,156985
9417420,156985
9756934,156985
12557832,156985
13174383,156985
19177631,156985
24969032,156985
42051222,156985
64725912,156985
73239612,156985
74564392,156985
1602608,156985
13564366,156985
968972,192016
1927173,192016
1931407,192016
2678583,192016
3386222,192016
3556171,192016
8171484,192016
12005422,192016
12767407,192016
13171345,192016
25903342,192016
719099,192016
4059125,192016
9487936,192016
11440169,192016
13513634,192016
34857402,192016
52122162,192016
73651022,192016
1602608,192016
2920495,192016
7065664,192016
12557832,192016
13174383,192016
3077900,208590
5350945,208590
5459112,208590
6584953,208590
12381501,208590
12852285,208590
14615091,208590
71843432,208590
73662102,208590
2609617,208590
526815,211654
7879375,211654
8013032,211654
8298447,211654
36353712,211654
53846652,211654
65557512,211654
76843422,211654
1927173,211654
5462795,211654
7379363,211654
7908675,211654
8019525,211654
8074077,211654
9117584,211654
9980869,211654
12447731,211654
13518671,211654
36755832,211654
94204522,211654
2173812,211654
6218632,211654
12209059,211654
59508192,211654
75639482,211654
274877,211654
2066546,211654
3995873,211654
7698252,211654
7953389,211654
11418108,211654
13564366,211654
101737292,211654
5158013,212018
5761328,212018
9309235,212018
17733261,212018
42678112,212018
57688942,212018
65564192,212018
67183552,212018
968972,212018
2552254,212018
2797596,212018
3081917,212018
4438255,212018
6986735,212018
7559854,212018
8304362,212018
10123815,212018
10871470,212018
11975158,212018
14338097,212018
5529455,212018
8208923,212018
9455291,212018
10995097,212018
11205173,212018
11481322,212018
42863302,212018
2223905,212018
6048370,212018
10143027,212018
39280012,212018
73141162,212018
1602608,212018
1760779,212018
6193464,212018
7530046,212018
12410930,212018
13760325,212018
93517352,212018
1190839,214403
2358808,214403
2678583,214403
2797596,214403
3344209,214403
5459112,214403
7191179,214403
7433576,214403
10287796,214403
12502823,214403
31075412,214403
33778022,214403
51046332,214403
55673812,214403
70882002,214403
75761732,214403
81095522,214403
109772422,214403
121154932,214403
719099,214403
817371,214403
5556030,214403
7698252,214403
7895644,214403
10935537,214403
13174383,214403
13682286,214403
40507962,214403
52038522,214403
76345572,214403
79627802,214403
95138032,214403
110120212,214403
123124902,214403
7355939,214728
9980869,214728
13171345,214728
13879459,214728
34857402,214728
53846652,214728
486530,214728
2956298,214728
4119330,214728
4243249,214728
7698252,214728
11418108,214728
13070875,214728
13564366,214728
13609228,214728
37047172,214728
40912542,214728
3110850,215687
4311884,215687
9980869,215687
10023858,215687
274877,215687
9043318,215687
9451173,215687
10143027,215687
3077080,216610
3254610,216610
3414979,216610
4174693,216610
6485829,216610
22192731,216610
34467472,216610
73662102,216610
2358808,216610
2525803,216610
3386222,216610
7811627,216610
10119258,216610
13171345,216610
1828946,216610
3278666,216610
6348970,216610
6986735,216610
7191179,216610
7355939,216610
8019525,216610
9980869,216610
44597432,216610
3344209,216610
4059125,216610
9264635,216610
13621681,216610
34857402,216610
74838672,216610
11811569,216610
79620442,216610
83548732,216610
2650644,216610
2676380,216610
4243249,216610
52038522,216610
59508192,216610
61474052,216610
719099,216610
3430929,216610
3719477,216610
4225208,216610
4848884,216610
5918377,216610
13609228,216610
17831571,216610
40912542,216610
42334842,216610
51530432,216610
274877,216610
486530,216610
2609617,216610
2956298,216610
11503520,216610
37047172,216610
62592722,216610
63553632,216610
80437662,216610
88992742,216610
1602608,216610
2920495,216610
7698252,216610
8231032,216610
25063022,216610
35037552,216610
6348970,219413
7092500,219413
7095730,219413
47430692,219413
47433132,219413
56960572,219413
69837162,219413
3110850,219413
3344209,219413
7191179,219413
7355939,219413
9668580,219413
9980869,219413
10023858,219413
10428729,219413
75266612,219413
87499362,219413
126560522,219413
274877,219413
486530,219413
719099,219413
2676380,219413
3764242,219413
4243249,219413
5459112,219413
7953389,219413
11418108,219413
37047172,219413
37955212,219413
39760952,219413
40346072,219413
43872912,219413
73141162,219413
1602608,219413
2609617,219413
5750429,219413
7471356,219413
7530046,219413
9756934,219413
39427422,219413
3556171,219810
3869629,219810
4311884,219810
10836885,219810
17324501,219810
36353712,219810
65557512,219810
70355212,219810
391103,219810
3110850,219810
6923672,219810
7325176,219810
7869101,219810
8019525,219810
8863592,219810
2609617,219810
3597159,219810
38997552,219810
9383578,221110
13500110,221110
75621912,221110
3479758,221110
10051754,221110
13513634,221110
73714522,221110
719099,221110
21478241,221110
19177631,221110
2590687,221929
14488850,221929
34467472,221929
42068832,221929
44597432,221929
69837162,221929
74105892,221929
12486685,221929
13609228,221929
78006062,221929
3414979,227397
6565344,227397
6584953,227397
8468957,227397
11303855,227397
27206702,227397
46237472,227397
3897935,227397
3966526,227397
4174693,227397
15687471,227397
29933972,227397
34467472,227397
44663912,227397
3094224,227397
3386222,227397
6677256,227397
29334082,227397
67751152,227397
71865602,227397
2525803,227397
2921855,227397
3896852,227397
5979793,227397
9572964,227397
10119258,227397
10213539,227397
13371559,227397
30133612,227397
51294532,227397
805238,227397
9655342,227397
9891098,227397
11108741,227397
22591691,227397
76292892,227397
9944708,227397
9980869,227397
25903342,227397
1927173,227397
3898700,227397
7191179,227397
8053520,227397
8448039,227397
12205942,227397
12797846,227397
2975166,227397
3344209,227397
4262434,227397
7371197,227397
10249034,227397
2876431,227397
9921814,227397
3915157,227397
1850986,227397
3419991,227397
719099,227397
4225208,227397
5556030,227397
5574088,227397
59508192,227397
3637287,227397
13070875,227397
41248132,227397
54934852,227397
6473154,227397
11418108,227397
42334842,227397
8930138,227397
9329781,227397
11297249,227397
11637357,227397
13174383,227397
23380801,227397
39427422,227397
1951756,227397
2217798,227397
2920495,227397
4188340,227397
13564366,227397
19177631,227397
24969032,227397
73239612,227397
1602608,227397
3233394,229690
7869101,229690
8765969,229690
10055915,229690
1931407,235498
3697050,235498
4425847,235498
5342544,235498
6677256,235498
7092500,235498
8468957,235498
11108741,235498
12789847,235498
12900625,235498
13171345,235498
13442249,235498
34395912,235498
44597432,235498
73840262,235498
76292892,235498
90237732,235498
134355782,235498
1464786,235498
2113690,235498
2975166,235498
3155925,235498
3898700,235498
5015841,235498
8535744,235498
8863592,235498
9381387,235498
9709709,235498
9944708,235498
11273258,235498
13513634,235498
24507322,235498
74105892,235498
94751092,235498
2650644,235498
3637287,235498
7567888,235498
7966375,235498
11488631,235498
14385871,235498
23188511,235498
59508192,235498
60744392,235498
65094732,235498
65282102,235498
73141162,235498
486530,235498
1951756,235498
2609617,235498
2920495,235498
5774582,235498
7953389,235498
11297249,235498
11440169,235498
12730918,235498
13310010,235498
13525120,235498
13609228,235498
19177631,235498
25063022,235498
28312872,235498
34181992,235498
37047172,235498
69221262,235498
3077900,243079
7730035,243079
11961497,243079
13329965,243079
13442249,243079
34395912,243079
57688942,243079
69111942,243079
70059092,243079
74372122,243079
2797596,243079
3344209,243079
6356469,243079
9020245,243079
9025024,243079
9117584,243079
61195742,243079
61312642,243079
63421802,243079
68704402,243079
719099,243079
2676380,243079
3419991,243079
3504820,243079
4583137,243079
6370031,243079
8151195,243079
12066638,243079
14201304,243079
32599132,243079
40346072,243079
50029352,243079
69836052,243079
77374232,243079
79620442,243079
2607982,243079
2609617,243079
3871942,243079
4352771,243079
8088596,243079
8438144,243079
9712106,243079
13310010,243079
13609228,243079
37047172,243079
49106412,243079
53065662,243079
57051082,243079
57172302,243079
63553632,243079
72616272,243079
78783252,243079
100665252,243079
1602608,243079
3077900,250782
3254610,250782
3561233,250782
3697050,250782
4174693,250782
4315132,250782
6584953,250782
8468957,250782
10289894,250782
12381501,250782
44663912,250782
78898512,250782
2497391,250782
2525803,250782
